pageid,title,wikidata,label
3149816,Ali Bongo Ondimba,Q57521,Ali Bongo Ondimba
20903199,Faustin Boukoubi,Q2655471,Faustin Boukoubi
51587797,Pacôme Moubelet-Boubeya,Q26924447,Pacome Moubelet Boubeya
61278287,Rose Christiane Raponda,Q65556229,Rose Christiane Raponda
